datetime,dewptm,hum,precipm,pressurem,rain,tempm,vism,wgustm,wspdm
2011-01-07 02:56:00,3.8999999999999999,89.0,-9999.0,1020.3,0.0,5.5999999999999996,9.6999999999999993,-9999.0,5.5999999999999996
2011-01-07 03:56:00,3.8999999999999999,86.0,-9999.0,1020.0,0.0,6.0999999999999996,11.300000000000001,-9999.0,13.0
2011-01-07 04:56:00,3.8999999999999999,89.0,-9999.0,1019.7,0.0,5.5999999999999996,8.0,-9999.0,7.4000000000000004
2011-01-07 05:56:00,3.2999999999999998,89.0,-9999.0,1019.9,0.0,5.0,11.300000000000001,-9999.0,16.699999999999999
2011-01-07 06:56:00,3.0,93.0,-9999.0,1020.5,0.0,4.0,11.300000000000001,-9999.0,14.800000000000001
2011-01-07 07:56:00,2.2000000000000002,86.0,-9999.0,1020.7,0.0,4.4000000000000004,11.300000000000001,-9999.0,9.3000000000000007
2011-01-07 08:56:00,2.2000000000000002,86.0,-9999.0,1021.2,0.0,4.4000000000000004,12.9,-9999.0,5.5999999999999996
2011-01-07 09:56:00,2.2000000000000002,86.0,-9999.0,1021.4,0.0,4.4000000000000004,12.9,-9999.0,5.5999999999999996
2011-01-07 10:56:00,2.7999999999999998,86.0,-9999.0,1021.2,0.0,5.0,11.300000000000001,-9999.0,5.5999999999999996
2011-01-07 11:56:00,2.2000000000000002,82.0,-9999.0,1020.3,0.0,5.0,12.9,-9999.0,0.0
2011-01-07 12:56:00,2.2000000000000002,79.0,-9999.0,1019.5,0.0,5.5999999999999996,12.9,-9999.0,0.0
2011-01-07 13:11:00,3.0,81.0,-9999.0,1019.2,0.0,6.0,11.300000000000001,-9999.0,5.5999999999999996
2011-01-07 13:56:00,3.2999999999999998,79.0,-9999.0,1019.2,0.0,6.7000000000000002,12.9,-9999.0,5.5999999999999996
2011-01-07 14:56:00,3.2999999999999998,76.0,-9999.0,1019.2,0.0,7.2000000000000002,6.4000000000000004,-9999.0,0.0
2011-01-07 15:56:00,3.8999999999999999,80.0,-9999.0,1018.9,0.0,7.2000000000000002,8.0,-9999.0,0.0
2011-01-07 16:56:00,3.8999999999999999,80.0,-9999.0,1018.7,0.0,7.2000000000000002,9.6999999999999993,-9999.0,0.0
2011-01-07 17:56:00,4.4000000000000004,82.0,-9999.0,1018.5,0.0,7.2000000000000002,12.9,-9999.0,0.0
2011-01-07 18:56:00,4.4000000000000004,82.0,-9999.0,1018.4,0.0,7.2000000000000002,11.300000000000001,-9999.0,5.5999999999999996
2011-01-07 19:56:00,5.0,83.0,-9999.0,1018.2,0.0,7.7999999999999998,11.300000000000001,-9999.0,5.5999999999999996
2011-01-07 20:56:00,5.0,80.0,-9999.0,1018.0,0.0,8.3000000000000007,12.9,-9999.0,0.0
2011-01-07 21:56:00,5.0,80.0,-9999.0,1018.0,0.0,8.3000000000000007,12.9,-9999.0,5.5999999999999996
2011-01-07 22:52:00,5.0,81.0,-9999.0,1017.8,0.0,8.0,12.9,-9999.0,0.0
2011-01-07 22:56:00,5.5999999999999996,83.0,-9999.0,1018.0,0.0,8.3000000000000007,12.9,-9999.0,0.0
2011-01-07 23:56:00,6.0,87.0,-9999.0,1017.8,0.0,8.0,12.9,-9999.0,9.3000000000000007
2011-01-08 00:56:00,5.0,83.0,-9999.0,1017.9,0.0,7.7999999999999998,12.9,-9999.0,5.5999999999999996
2011-01-08 01:56:00,5.0,83.0,-9999.0,1018.2,0.0,7.7999999999999998,12.9,-9999.0,0.0
2011-01-08 02:56:00,5.0,86.0,-9999.0,1018.5,0.0,7.2000000000000002,9.6999999999999993,-9999.0,14.800000000000001
2011-01-08 03:22:00,5.0,87.0,-9999.0,1018.8,0.0,7.0,11.300000000000001,-9999.0,9.3000000000000007
2011-01-08 03:34:00,5.0,87.0,-9999.0,1018.5,0.0,7.0,9.6999999999999993,-9999.0,13.0
2011-01-08 03:52:00,5.0,87.0,-9999.0,1018.5,0.0,7.0,9.6999999999999993,-9999.0,13.0
2011-01-08 03:56:00,5.0,86.0,-9999.0,1018.4,0.0,7.2000000000000002,9.6999999999999993,-9999.0,11.1
2011-01-08 04:56:00,5.0,89.0,-9999.0,1018.3,0.0,6.7000000000000002,8.0,-9999.0,9.3000000000000007
2011-01-08 05:56:00,5.0,89.0,-9999.0,1018.4,0.0,6.7000000000000002,6.4000000000000004,-9999.0,11.1
2011-01-08 06:56:00,5.0,89.0,-9999.0,1018.4,0.0,6.7000000000000002,4.7999999999999998,-9999.0,11.1
2011-01-08 07:56:00,5.0,93.0,-9999.0,1018.6,0.0,6.0999999999999996,4.7999999999999998,-9999.0,9.3000000000000007
2011-01-08 08:56:00,5.0,93.0,-9999.0,1019.3,0.0,6.0999999999999996,6.4000000000000004,-9999.0,9.3000000000000007
2011-01-08 09:56:00,5.0,89.0,-9999.0,1019.8,0.0,6.7000000000000002,8.0,-9999.0,7.4000000000000004
2011-01-08 10:29:00,5.0,87.0,-9999.0,1019.5,0.0,7.0,9.6999999999999993,-9999.0,7.4000000000000004
2011-01-08 10:56:00,5.0,89.0,-9999.0,1019.0,0.0,6.7000000000000002,9.6999999999999993,-9999.0,9.3000000000000007
2011-01-08 11:23:00,6.0,87.0,-9999.0,1018.5,0.0,8.0,9.6999999999999993,-9999.0,9.3000000000000007
2011-01-08 11:56:00,5.0,83.0,-9999.0,1018.4,0.0,7.7999999999999998,9.6999999999999993,-9999.0,7.4000000000000004
2011-01-08 12:26:00,5.0,81.0,-9999.0,1017.8,0.0,8.0,9.6999999999999993,-9999.0,7.4000000000000004
